filenames,labels
./processed_spectrograms/102060_chunk_1.pt,Common Linnet
./processed_spectrograms/102060_chunk_2.pt,Common Linnet
./processed_spectrograms/102060_chunk_3.pt,Common Linnet
./processed_spectrograms/102060_chunk_4.pt,Common Linnet
./processed_spectrograms/102060_chunk_5.pt,Common Linnet
./processed_spectrograms/102060_chunk_6.pt,Common Linnet
./processed_spectrograms/102060_chunk_7.pt,Common Linnet
./processed_spectrograms/102060_chunk_8.pt,Common Linnet
./processed_spectrograms/102060_chunk_9.pt,Common Linnet
./processed_spectrograms/102060_chunk_10.pt,Common Linnet
./processed_spectrograms/102060_chunk_11.pt,Common Linnet
./processed_spectrograms/102060_chunk_12.pt,Common Linnet
./processed_spectrograms/102060_chunk_13.pt,Common Linnet
./processed_spectrograms/102060_chunk_14.pt,Common Linnet
./processed_spectrograms/102060_chunk_15.pt,Common Linnet
./processed_spectrograms/102060_chunk_16.pt,Common Linnet
./processed_spectrograms/102060_chunk_17.pt,Common Linnet
./processed_spectrograms/102060_chunk_18.pt,Common Linnet
./processed_spectrograms/102060_chunk_19.pt,Common Linnet
./processed_spectrograms/102060_chunk_20.pt,Common Linnet
./processed_spectrograms/102060_chunk_21.pt,Common Linnet
./processed_spectrograms/102060_chunk_22.pt,Common Linnet
./processed_spectrograms/102060_chunk_23.pt,Common Linnet
./processed_spectrograms/102060_chunk_24.pt,Common Linnet
./processed_spectrograms/102060_chunk_25.pt,Common Linnet
./processed_spectrograms/102060_chunk_26.pt,Common Linnet
./processed_spectrograms/102060_chunk_27.pt,Common Linnet
./processed_spectrograms/102060_chunk_28.pt,Common Linnet
./processed_spectrograms/102060_chunk_29.pt,Common Linnet
./processed_spectrograms/102060_chunk_30.pt,Common Linnet
./processed_spectrograms/125782_chunk_0.pt,Common Linnet
./processed_spectrograms/125782_chunk_1.pt,Common Linnet
./processed_spectrograms/125782_chunk_2.pt,Common Linnet
./processed_spectrograms/125782_chunk_3.pt,Common Linnet
./processed_spectrograms/125782_chunk_4.pt,Common Linnet
./processed_spectrograms/125782_chunk_5.pt,Common Linnet
./processed_spectrograms/125782_chunk_6.pt,Common Linnet
./processed_spectrograms/125782_chunk_7.pt,Common Linnet
./processed_spectrograms/125782_chunk_8.pt,Common Linnet
./processed_spectrograms/125782_chunk_9.pt,Common Linnet
./processed_spectrograms/125782_chunk_10.pt,Common Linnet
./processed_spectrograms/125782_chunk_11.pt,Common Linnet
./processed_spectrograms/125782_chunk_12.pt,Common Linnet
./processed_spectrograms/125782_chunk_13.pt,Common Linnet
./processed_spectrograms/125782_chunk_14.pt,Common Linnet
./processed_spectrograms/125782_chunk_15.pt,Common Linnet
./processed_spectrograms/125782_chunk_16.pt,Common Linnet
./processed_spectrograms/125782_chunk_17.pt,Common Linnet
./processed_spectrograms/125782_chunk_18.pt,Common Linnet
./processed_spectrograms/125782_chunk_19.pt,Common Linnet
./processed_spectrograms/125782_chunk_20.pt,Common Linnet
./processed_spectrograms/125782_chunk_21.pt,Common Linnet
./processed_spectrograms/125782_chunk_22.pt,Common Linnet
./processed_spectrograms/125782_chunk_23.pt,Common Linnet
./processed_spectrograms/125782_chunk_24.pt,Common Linnet
./processed_spectrograms/125782_chunk_25.pt,Common Linnet
./processed_spectrograms/125782_chunk_26.pt,Common Linnet
./processed_spectrograms/125782_chunk_27.pt,Common Linnet
./processed_spectrograms/125782_chunk_28.pt,Common Linnet
./processed_spectrograms/125782_chunk_29.pt,Common Linnet
./processed_spectrograms/125782_chunk_30.pt,Common Linnet
./processed_spectrograms/125782_chunk_31.pt,Common Linnet
./processed_spectrograms/125782_chunk_32.pt,Common Linnet
./processed_spectrograms/125782_chunk_33.pt,Common Linnet
./processed_spectrograms/125782_chunk_34.pt,Common Linnet
./processed_spectrograms/125782_chunk_35.pt,Common Linnet
./processed_spectrograms/125782_chunk_36.pt,Common Linnet
./processed_spectrograms/125782_chunk_37.pt,Common Linnet
./processed_spectrograms/125782_chunk_38.pt,Common Linnet
./processed_spectrograms/125782_chunk_39.pt,Common Linnet
./processed_spectrograms/125782_chunk_40.pt,Common Linnet
./processed_spectrograms/125782_chunk_41.pt,Common Linnet
./processed_spectrograms/125782_chunk_42.pt,Common Linnet
./processed_spectrograms/125782_chunk_43.pt,Common Linnet
./processed_spectrograms/125782_chunk_44.pt,Common Linnet
./processed_spectrograms/125782_chunk_45.pt,Common Linnet
./processed_spectrograms/125782_chunk_46.pt,Common Linnet
./processed_spectrograms/125782_chunk_47.pt,Common Linnet
./processed_spectrograms/125782_chunk_48.pt,Common Linnet
./processed_spectrograms/125782_chunk_49.pt,Common Linnet
./processed_spectrograms/145534_chunk_0.pt,Common Linnet
./processed_spectrograms/145534_chunk_1.pt,Common Linnet
./processed_spectrograms/145534_chunk_2.pt,Common Linnet
./processed_spectrograms/145534_chunk_3.pt,Common Linnet
./processed_spectrograms/145534_chunk_4.pt,Common Linnet
./processed_spectrograms/145534_chunk_5.pt,Common Linnet
./processed_spectrograms/145534_chunk_6.pt,Common Linnet
./processed_spectrograms/145534_chunk_7.pt,Common Linnet
./processed_spectrograms/145534_chunk_8.pt,Common Linnet
./processed_spectrograms/145534_chunk_9.pt,Common Linnet
./processed_spectrograms/145534_chunk_10.pt,Common Linnet
./processed_spectrograms/145534_chunk_11.pt,Common Linnet
./processed_spectrograms/145534_chunk_12.pt,Common Linnet
./processed_spectrograms/145534_chunk_13.pt,Common Linnet
./processed_spectrograms/145534_chunk_14.pt,Common Linnet
./processed_spectrograms/145534_chunk_15.pt,Common Linnet
./processed_spectrograms/145534_chunk_16.pt,Common Linnet
./processed_spectrograms/145534_chunk_17.pt,Common Linnet
./processed_spectrograms/145534_chunk_18.pt,Common Linnet
./processed_spectrograms/145534_chunk_19.pt,Common Linnet
./processed_spectrograms/83760_chunk_0.pt,River Warbler
./processed_spectrograms/83760_chunk_1.pt,River Warbler
./processed_spectrograms/83760_chunk_2.pt,River Warbler
./processed_spectrograms/83760_chunk_3.pt,River Warbler
./processed_spectrograms/83760_chunk_4.pt,River Warbler
./processed_spectrograms/83760_chunk_5.pt,River Warbler
./processed_spectrograms/140557_chunk_0.pt,River Warbler
./processed_spectrograms/140557_chunk_1.pt,River Warbler
./processed_spectrograms/140557_chunk_2.pt,River Warbler
./processed_spectrograms/140557_chunk_3.pt,River Warbler
./processed_spectrograms/140557_chunk_4.pt,River Warbler
./processed_spectrograms/140557_chunk_5.pt,River Warbler
./processed_spectrograms/140557_chunk_6.pt,River Warbler
./processed_spectrograms/140557_chunk_7.pt,River Warbler
./processed_spectrograms/140557_chunk_8.pt,River Warbler
./processed_spectrograms/140557_chunk_9.pt,River Warbler
./processed_spectrograms/140557_chunk_10.pt,River Warbler
./processed_spectrograms/140557_chunk_11.pt,River Warbler
./processed_spectrograms/110303_chunk_0.pt,River Warbler
./processed_spectrograms/110303_chunk_1.pt,River Warbler
./processed_spectrograms/110303_chunk_2.pt,River Warbler
./processed_spectrograms/110303_chunk_3.pt,River Warbler
./processed_spectrograms/110303_chunk_4.pt,River Warbler
./processed_spectrograms/110303_chunk_5.pt,River Warbler
./processed_spectrograms/110303_chunk_6.pt,River Warbler
./processed_spectrograms/110303_chunk_7.pt,River Warbler
./processed_spectrograms/110303_chunk_8.pt,River Warbler
./processed_spectrograms/110303_chunk_9.pt,River Warbler
./processed_spectrograms/110303_chunk_10.pt,River Warbler
./processed_spectrograms/110303_chunk_11.pt,River Warbler
./processed_spectrograms/110303_chunk_12.pt,River Warbler
./processed_spectrograms/110303_chunk_13.pt,River Warbler
./processed_spectrograms/110303_chunk_14.pt,River Warbler
./processed_spectrograms/110303_chunk_15.pt,River Warbler
./processed_spectrograms/110303_chunk_16.pt,River Warbler
./processed_spectrograms/110303_chunk_17.pt,River Warbler
./processed_spectrograms/110303_chunk_18.pt,River Warbler
./processed_spectrograms/94211_chunk_0.pt,Red Crossbill
./processed_spectrograms/94211_chunk_1.pt,Red Crossbill
./processed_spectrograms/94211_chunk_2.pt,Red Crossbill
./processed_spectrograms/94211_chunk_3.pt,Red Crossbill
./processed_spectrograms/94211_chunk_4.pt,Red Crossbill
./processed_spectrograms/94211_chunk_5.pt,Red Crossbill
./processed_spectrograms/94211_chunk_6.pt,Red Crossbill
./processed_spectrograms/94211_chunk_7.pt,Red Crossbill
./processed_spectrograms/94211_chunk_8.pt,Red Crossbill
./processed_spectrograms/94211_chunk_9.pt,Red Crossbill
./processed_spectrograms/94211_chunk_10.pt,Red Crossbill
./processed_spectrograms/94211_chunk_11.pt,Red Crossbill
./processed_spectrograms/94211_chunk_12.pt,Red Crossbill
./processed_spectrograms/94211_chunk_13.pt,Red Crossbill
./processed_spectrograms/94212_chunk_0.pt,Red Crossbill
./processed_spectrograms/94212_chunk_1.pt,Red Crossbill
./processed_spectrograms/94212_chunk_2.pt,Red Crossbill
./processed_spectrograms/94212_chunk_3.pt,Red Crossbill
./processed_spectrograms/94212_chunk_4.pt,Red Crossbill
./processed_spectrograms/99862_chunk_0.pt,Red Crossbill
./processed_spectrograms/99862_chunk_1.pt,Red Crossbill
./processed_spectrograms/99862_chunk_2.pt,Red Crossbill
./processed_spectrograms/99862_chunk_3.pt,Red Crossbill
./processed_spectrograms/99862_chunk_4.pt,Red Crossbill
./processed_spectrograms/99862_chunk_5.pt,Red Crossbill
./processed_spectrograms/99862_chunk_6.pt,Red Crossbill
./processed_spectrograms/99862_chunk_7.pt,Red Crossbill
./processed_spectrograms/99862_chunk_8.pt,Red Crossbill
./processed_spectrograms/99862_chunk_9.pt,Red Crossbill
./processed_spectrograms/99862_chunk_10.pt,Red Crossbill
./processed_spectrograms/99862_chunk_11.pt,Red Crossbill
./processed_spectrograms/99862_chunk_12.pt,Red Crossbill
./processed_spectrograms/123808_chunk_0.pt,Common Nightingale
./processed_spectrograms/123808_chunk_1.pt,Common Nightingale
./processed_spectrograms/123808_chunk_2.pt,Common Nightingale
./processed_spectrograms/123808_chunk_3.pt,Common Nightingale
./processed_spectrograms/123808_chunk_4.pt,Common Nightingale
./processed_spectrograms/123808_chunk_5.pt,Common Nightingale
./processed_spectrograms/123808_chunk_6.pt,Common Nightingale
./processed_spectrograms/123808_chunk_7.pt,Common Nightingale
./processed_spectrograms/123808_chunk_8.pt,Common Nightingale
./processed_spectrograms/123808_chunk_9.pt,Common Nightingale
./processed_spectrograms/123808_chunk_10.pt,Common Nightingale
./processed_spectrograms/123808_chunk_11.pt,Common Nightingale
./processed_spectrograms/123808_chunk_12.pt,Common Nightingale
./processed_spectrograms/123808_chunk_13.pt,Common Nightingale
./processed_spectrograms/123808_chunk_14.pt,Common Nightingale
./processed_spectrograms/123808_chunk_15.pt,Common Nightingale
./processed_spectrograms/123808_chunk_16.pt,Common Nightingale
./processed_spectrograms/123808_chunk_17.pt,Common Nightingale
./processed_spectrograms/123808_chunk_18.pt,Common Nightingale
./processed_spectrograms/123808_chunk_19.pt,Common Nightingale
./processed_spectrograms/123808_chunk_20.pt,Common Nightingale
./processed_spectrograms/123808_chunk_21.pt,Common Nightingale
./processed_spectrograms/123808_chunk_22.pt,Common Nightingale
./processed_spectrograms/123808_chunk_23.pt,Common Nightingale
./processed_spectrograms/123808_chunk_24.pt,Common Nightingale
./processed_spectrograms/123808_chunk_25.pt,Common Nightingale
./processed_spectrograms/123808_chunk_26.pt,Common Nightingale
./processed_spectrograms/123808_chunk_27.pt,Common Nightingale
./processed_spectrograms/123808_chunk_28.pt,Common Nightingale
./processed_spectrograms/123808_chunk_29.pt,Common Nightingale
./processed_spectrograms/123808_chunk_30.pt,Common Nightingale
./processed_spectrograms/123808_chunk_31.pt,Common Nightingale
./processed_spectrograms/123808_chunk_32.pt,Common Nightingale
./processed_spectrograms/123808_chunk_33.pt,Common Nightingale
./processed_spectrograms/123808_chunk_34.pt,Common Nightingale
./processed_spectrograms/123808_chunk_35.pt,Common Nightingale
./processed_spectrograms/123808_chunk_36.pt,Common Nightingale
./processed_spectrograms/123808_chunk_37.pt,Common Nightingale
./processed_spectrograms/123808_chunk_38.pt,Common Nightingale
./processed_spectrograms/123808_chunk_39.pt,Common Nightingale
./processed_spectrograms/123808_chunk_40.pt,Common Nightingale
./processed_spectrograms/123808_chunk_41.pt,Common Nightingale
./processed_spectrograms/123808_chunk_42.pt,Common Nightingale
./processed_spectrograms/123808_chunk_43.pt,Common Nightingale
./processed_spectrograms/123808_chunk_44.pt,Common Nightingale
./processed_spectrograms/123808_chunk_45.pt,Common Nightingale
./processed_spectrograms/123808_chunk_46.pt,Common Nightingale
./processed_spectrograms/123808_chunk_47.pt,Common Nightingale
./processed_spectrograms/123808_chunk_48.pt,Common Nightingale
./processed_spectrograms/123808_chunk_49.pt,Common Nightingale
./processed_spectrograms/123810_chunk_0.pt,Common Nightingale
./processed_spectrograms/123810_chunk_1.pt,Common Nightingale
./processed_spectrograms/123810_chunk_2.pt,Common Nightingale
./processed_spectrograms/123810_chunk_3.pt,Common Nightingale
./processed_spectrograms/123810_chunk_4.pt,Common Nightingale
./processed_spectrograms/123810_chunk_5.pt,Common Nightingale
./processed_spectrograms/123810_chunk_6.pt,Common Nightingale
./processed_spectrograms/123810_chunk_7.pt,Common Nightingale
./processed_spectrograms/123810_chunk_8.pt,Common Nightingale
./processed_spectrograms/123810_chunk_9.pt,Common Nightingale
./processed_spectrograms/123810_chunk_10.pt,Common Nightingale
./processed_spectrograms/123810_chunk_11.pt,Common Nightingale
./processed_spectrograms/123810_chunk_12.pt,Common Nightingale
./processed_spectrograms/123810_chunk_13.pt,Common Nightingale
./processed_spectrograms/123810_chunk_14.pt,Common Nightingale
./processed_spectrograms/123810_chunk_15.pt,Common Nightingale
./processed_spectrograms/123810_chunk_16.pt,Common Nightingale
./processed_spectrograms/123810_chunk_17.pt,Common Nightingale
./processed_spectrograms/123810_chunk_18.pt,Common Nightingale
./processed_spectrograms/123810_chunk_19.pt,Common Nightingale
./processed_spectrograms/123810_chunk_20.pt,Common Nightingale
./processed_spectrograms/123810_chunk_21.pt,Common Nightingale
./processed_spectrograms/123810_chunk_22.pt,Common Nightingale
./processed_spectrograms/123810_chunk_23.pt,Common Nightingale
./processed_spectrograms/123810_chunk_24.pt,Common Nightingale
./processed_spectrograms/123810_chunk_25.pt,Common Nightingale
./processed_spectrograms/123810_chunk_26.pt,Common Nightingale
./processed_spectrograms/123810_chunk_27.pt,Common Nightingale
./processed_spectrograms/123810_chunk_28.pt,Common Nightingale
./processed_spectrograms/123810_chunk_29.pt,Common Nightingale
./processed_spectrograms/123810_chunk_30.pt,Common Nightingale
./processed_spectrograms/123810_chunk_31.pt,Common Nightingale
./processed_spectrograms/123810_chunk_32.pt,Common Nightingale
./processed_spectrograms/123810_chunk_33.pt,Common Nightingale
./processed_spectrograms/123810_chunk_34.pt,Common Nightingale
./processed_spectrograms/123810_chunk_35.pt,Common Nightingale
./processed_spectrograms/123810_chunk_36.pt,Common Nightingale
./processed_spectrograms/123810_chunk_37.pt,Common Nightingale
./processed_spectrograms/123810_chunk_38.pt,Common Nightingale
./processed_spectrograms/123810_chunk_39.pt,Common Nightingale
./processed_spectrograms/123810_chunk_40.pt,Common Nightingale
./processed_spectrograms/123810_chunk_41.pt,Common Nightingale
./processed_spectrograms/123810_chunk_42.pt,Common Nightingale
./processed_spectrograms/123810_chunk_43.pt,Common Nightingale
./processed_spectrograms/123810_chunk_44.pt,Common Nightingale
./processed_spectrograms/123810_chunk_45.pt,Common Nightingale
./processed_spectrograms/123810_chunk_46.pt,Common Nightingale
./processed_spectrograms/123810_chunk_47.pt,Common Nightingale
./processed_spectrograms/123810_chunk_48.pt,Common Nightingale
./processed_spectrograms/123810_chunk_49.pt,Common Nightingale
./processed_spectrograms/132580_chunk_0.pt,Common Nightingale
./processed_spectrograms/132580_chunk_1.pt,Common Nightingale
./processed_spectrograms/132580_chunk_2.pt,Common Nightingale
./processed_spectrograms/132580_chunk_3.pt,Common Nightingale
./processed_spectrograms/132580_chunk_4.pt,Common Nightingale
./processed_spectrograms/132580_chunk_5.pt,Common Nightingale
./processed_spectrograms/132580_chunk_6.pt,Common Nightingale
./processed_spectrograms/132580_chunk_7.pt,Common Nightingale
./processed_spectrograms/132580_chunk_8.pt,Common Nightingale
./processed_spectrograms/132580_chunk_9.pt,Common Nightingale
./processed_spectrograms/132580_chunk_10.pt,Common Nightingale
./processed_spectrograms/132580_chunk_11.pt,Common Nightingale
./processed_spectrograms/132580_chunk_12.pt,Common Nightingale
./processed_spectrograms/148426_chunk_0.pt,European Bee-eater
./processed_spectrograms/148426_chunk_1.pt,European Bee-eater
./processed_spectrograms/148426_chunk_2.pt,European Bee-eater
./processed_spectrograms/148426_chunk_3.pt,European Bee-eater
./processed_spectrograms/148426_chunk_4.pt,European Bee-eater
./processed_spectrograms/148426_chunk_5.pt,European Bee-eater
./processed_spectrograms/148426_chunk_6.pt,European Bee-eater
./processed_spectrograms/148426_chunk_7.pt,European Bee-eater
./processed_spectrograms/148426_chunk_8.pt,European Bee-eater
./processed_spectrograms/148426_chunk_9.pt,European Bee-eater
./processed_spectrograms/148426_chunk_10.pt,European Bee-eater
./processed_spectrograms/148426_chunk_11.pt,European Bee-eater
./processed_spectrograms/148426_chunk_12.pt,European Bee-eater
./processed_spectrograms/141026_chunk_0.pt,European Bee-eater
./processed_spectrograms/141026_chunk_1.pt,European Bee-eater
./processed_spectrograms/141026_chunk_2.pt,European Bee-eater
./processed_spectrograms/141026_chunk_3.pt,European Bee-eater
./processed_spectrograms/141026_chunk_4.pt,European Bee-eater
./processed_spectrograms/141026_chunk_5.pt,European Bee-eater
./processed_spectrograms/141026_chunk_6.pt,European Bee-eater
./processed_spectrograms/141026_chunk_7.pt,European Bee-eater
./processed_spectrograms/141026_chunk_8.pt,European Bee-eater
./processed_spectrograms/141026_chunk_9.pt,European Bee-eater
./processed_spectrograms/97194_chunk_0.pt,European Bee-eater
./processed_spectrograms/97194_chunk_1.pt,European Bee-eater
./processed_spectrograms/97194_chunk_2.pt,European Bee-eater
./processed_spectrograms/97194_chunk_3.pt,European Bee-eater
./processed_spectrograms/97194_chunk_4.pt,European Bee-eater
./processed_spectrograms/97194_chunk_5.pt,European Bee-eater
./processed_spectrograms/97194_chunk_6.pt,European Bee-eater
./processed_spectrograms/97194_chunk_7.pt,European Bee-eater
./processed_spectrograms/125137_chunk_0.pt,African Pied Wagtail
./processed_spectrograms/125137_chunk_1.pt,African Pied Wagtail
./processed_spectrograms/125137_chunk_2.pt,African Pied Wagtail
./processed_spectrograms/125137_chunk_3.pt,African Pied Wagtail
./processed_spectrograms/125137_chunk_4.pt,African Pied Wagtail
./processed_spectrograms/125137_chunk_5.pt,African Pied Wagtail
./processed_spectrograms/125137_chunk_6.pt,African Pied Wagtail
./processed_spectrograms/125137_chunk_7.pt,African Pied Wagtail
./processed_spectrograms/125137_chunk_8.pt,African Pied Wagtail
./processed_spectrograms/125137_chunk_9.pt,African Pied Wagtail
./processed_spectrograms/125137_chunk_10.pt,African Pied Wagtail
./processed_spectrograms/41428_chunk_0.pt,African Pied Wagtail
./processed_spectrograms/41428_chunk_1.pt,African Pied Wagtail
./processed_spectrograms/41428_chunk_2.pt,African Pied Wagtail
./processed_spectrograms/41428_chunk_3.pt,African Pied Wagtail
./processed_spectrograms/41428_chunk_4.pt,African Pied Wagtail
./processed_spectrograms/118441_chunk_0.pt,African Pied Wagtail
./processed_spectrograms/118441_chunk_1.pt,African Pied Wagtail
./processed_spectrograms/118441_chunk_2.pt,African Pied Wagtail
./processed_spectrograms/118441_chunk_3.pt,African Pied Wagtail
./processed_spectrograms/69792_chunk_0.pt,Western Yellow Wagtail
./processed_spectrograms/69792_chunk_1.pt,Western Yellow Wagtail
./processed_spectrograms/69792_chunk_2.pt,Western Yellow Wagtail
./processed_spectrograms/69792_chunk_3.pt,Western Yellow Wagtail
./processed_spectrograms/69792_chunk_4.pt,Western Yellow Wagtail
./processed_spectrograms/69792_chunk_5.pt,Western Yellow Wagtail
./processed_spectrograms/69792_chunk_6.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_0.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_1.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_2.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_3.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_4.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_5.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_6.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_7.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_8.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_9.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_10.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_11.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_12.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_13.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_14.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_15.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_16.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_17.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_18.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_19.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_20.pt,Western Yellow Wagtail
./processed_spectrograms/102788_chunk_21.pt,Western Yellow Wagtail
./processed_spectrograms/36637_chunk_0.pt,Western Yellow Wagtail
./processed_spectrograms/36637_chunk_1.pt,Western Yellow Wagtail
./processed_spectrograms/36637_chunk_2.pt,Western Yellow Wagtail
./processed_spectrograms/36637_chunk_3.pt,Western Yellow Wagtail
./processed_spectrograms/36637_chunk_4.pt,Western Yellow Wagtail
./processed_spectrograms/36637_chunk_5.pt,Western Yellow Wagtail
./processed_spectrograms/36637_chunk_6.pt,Western Yellow Wagtail
./processed_spectrograms/36637_chunk_7.pt,Western Yellow Wagtail
./processed_spectrograms/103145_chunk_0.pt,Spotted Flycatcher
./processed_spectrograms/103145_chunk_1.pt,Spotted Flycatcher
./processed_spectrograms/103145_chunk_2.pt,Spotted Flycatcher
./processed_spectrograms/103145_chunk_3.pt,Spotted Flycatcher
./processed_spectrograms/103145_chunk_4.pt,Spotted Flycatcher
./processed_spectrograms/103145_chunk_5.pt,Spotted Flycatcher
./processed_spectrograms/103145_chunk_6.pt,Spotted Flycatcher
./processed_spectrograms/134042_chunk_0.pt,Spotted Flycatcher
./processed_spectrograms/134042_chunk_1.pt,Spotted Flycatcher
./processed_spectrograms/134042_chunk_2.pt,Spotted Flycatcher
./processed_spectrograms/134042_chunk_3.pt,Spotted Flycatcher
./processed_spectrograms/134042_chunk_4.pt,Spotted Flycatcher
./processed_spectrograms/139372_chunk_0.pt,Spotted Flycatcher
./processed_spectrograms/139372_chunk_1.pt,Spotted Flycatcher
./processed_spectrograms/139372_chunk_2.pt,Spotted Flycatcher
./processed_spectrograms/139372_chunk_3.pt,Spotted Flycatcher
./processed_spectrograms/139372_chunk_4.pt,Spotted Flycatcher
./processed_spectrograms/139372_chunk_5.pt,Spotted Flycatcher
./processed_spectrograms/139372_chunk_6.pt,Spotted Flycatcher
./processed_spectrograms/139372_chunk_7.pt,Spotted Flycatcher
./processed_spectrograms/139372_chunk_8.pt,Spotted Flycatcher
./processed_spectrograms/27152_chunk_0.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_1.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_2.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_3.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_4.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_5.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_6.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_7.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_8.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_9.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_10.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_11.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_12.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_13.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_14.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_15.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_16.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_17.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_18.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_19.pt,Eurasian Golden Oriole
./processed_spectrograms/27152_chunk_20.pt,Eurasian Golden Oriole
./processed_spectrograms/101377_chunk_0.pt,Eurasian Golden Oriole
./processed_spectrograms/101377_chunk_1.pt,Eurasian Golden Oriole
./processed_spectrograms/101377_chunk_2.pt,Eurasian Golden Oriole
./processed_spectrograms/101377_chunk_3.pt,Eurasian Golden Oriole
./processed_spectrograms/101377_chunk_4.pt,Eurasian Golden Oriole
./processed_spectrograms/101377_chunk_5.pt,Eurasian Golden Oriole
./processed_spectrograms/101377_chunk_6.pt,Eurasian Golden Oriole
./processed_spectrograms/101377_chunk_7.pt,Eurasian Golden Oriole
./processed_spectrograms/101377_chunk_8.pt,Eurasian Golden Oriole
./processed_spectrograms/101377_chunk_9.pt,Eurasian Golden Oriole
./processed_spectrograms/101377_chunk_10.pt,Eurasian Golden Oriole
./processed_spectrograms/101377_chunk_11.pt,Eurasian Golden Oriole
./processed_spectrograms/101377_chunk_12.pt,Eurasian Golden Oriole
./processed_spectrograms/101377_chunk_13.pt,Eurasian Golden Oriole
./processed_spectrograms/101377_chunk_14.pt,Eurasian Golden Oriole
./processed_spectrograms/80356_chunk_0.pt,Eurasian Golden Oriole
./processed_spectrograms/80356_chunk_1.pt,Eurasian Golden Oriole
./processed_spectrograms/80356_chunk_2.pt,Eurasian Golden Oriole
./processed_spectrograms/80356_chunk_3.pt,Eurasian Golden Oriole
./processed_spectrograms/80356_chunk_4.pt,Eurasian Golden Oriole
./processed_spectrograms/80356_chunk_5.pt,Eurasian Golden Oriole
./processed_spectrograms/80356_chunk_6.pt,Eurasian Golden Oriole
./processed_spectrograms/80356_chunk_7.pt,Eurasian Golden Oriole
./processed_spectrograms/80356_chunk_8.pt,Eurasian Golden Oriole
./processed_spectrograms/122555_chunk_0.pt,Great Tit
./processed_spectrograms/122555_chunk_1.pt,Great Tit
./processed_spectrograms/122555_chunk_2.pt,Great Tit
./processed_spectrograms/122555_chunk_3.pt,Great Tit
./processed_spectrograms/122555_chunk_4.pt,Great Tit
./processed_spectrograms/122555_chunk_5.pt,Great Tit
./processed_spectrograms/122555_chunk_6.pt,Great Tit
./processed_spectrograms/94652_chunk_0.pt,Great Tit
./processed_spectrograms/94652_chunk_1.pt,Great Tit
./processed_spectrograms/94652_chunk_2.pt,Great Tit
./processed_spectrograms/71454_chunk_0.pt,Great Tit
./processed_spectrograms/71454_chunk_1.pt,Great Tit
./processed_spectrograms/71454_chunk_2.pt,Great Tit
./processed_spectrograms/71454_chunk_3.pt,Great Tit
./processed_spectrograms/71454_chunk_4.pt,Great Tit
./processed_spectrograms/71454_chunk_5.pt,Great Tit
./processed_spectrograms/71454_chunk_6.pt,Great Tit
./processed_spectrograms/71454_chunk_7.pt,Great Tit
./processed_spectrograms/71454_chunk_8.pt,Great Tit
./processed_spectrograms/71454_chunk_9.pt,Great Tit
./processed_spectrograms/71454_chunk_10.pt,Great Tit
